Iteration	CPUTime	PhysTime	Travels
1	20	0	0.00672500434
2	23	0	0.0134500087
3	26	0	0.020175013
4	29	0	0.0269000174
5	31	0	0.0336250217
6	34	0	0.040350026
7	36	0	0.0470750304
8	39	0	0.0538000347
9	41	0	0.0605250391
10	44	0	0.0672500434
11	47	0	0.0739750477
12	49	0	0.0807000521
13	52	0	0.0874250564
14	54	0	0.0941500608
15	57	0	0.100875065
16	59	0	0.107600069
17	62	0	0.114325074
18	64	0	0.121050078
19	67	0	0.127775082
20	69	0	0.134500087
21	72	0	0.141225091
22	74	0	0.147950095
23	76	0	0.1546751
24	79	0	0.161400104
25	81	0	0.168125109
26	83	0	0.174850113
27	86	0	0.181575117
28	88	0	0.188300122
29	91	0	0.195025126
30	93	0	0.20175013
31	96	0	0.208475135
32	98	0	0.215200139
33	101	0	0.221925143
34	103	0	0.228650148
35	105	0	0.235375152
36	108	0	0.242100156
37	111	0	0.248825161
38	113	0	0.255550165
39	116	0	0.262275169
40	118	0	0.269000174
41	121	0	0.275725178
42	124	0	0.282450182
43	127	0	0.289175187
44	129	0	0.295900191
45	132	0	0.302625195
46	134	0	0.3093502
47	137	0	0.316075204
48	139	0	0.322800208
49	142	0	0.329525213
50	144	0	0.336250217
51	147	0	0.342975221
52	149	0	0.349700226
53	152	0	0.35642523
54	154	0	0.363150234
55	156	0	0.369875239
56	159	0	0.376600243
57	161	0	0.383325247
58	164	0	0.390050252
59	166	0	0.396775256
60	169	0	0.40350026
61	171	0	0.410225265
62	174	0	0.416950269
63	176	0	0.423675273
64	179	0	0.430400278
65	181	0	0.437125282
66	184	0	0.443850286
67	186	0	0.450575291
68	189	0	0.457300295
69	191	0	0.464025299
70	194	0	0.470750304
71	196	0	0.477475308
72	199	0	0.484200313
73	201	0	0.490925317
74	204	0	0.497650321
75	206	0	0.504375326
76	209	0	0.51110033
77	211	0	0.517825334
78	213	0	0.524550339
79	216	0	0.531275343
80	218	0	0.538000347
81	221	0	0.544725352
82	223	0	0.551450356
83	226	0	0.55817536
84	228	0	0.564900365
85	230	0	0.571625369
86	233	0	0.578350373
87	235	0	0.585075378
88	238	0	0.591800382
89	240	0	0.598525386
90	243	0	0.605250391
91	245	0	0.611975395
92	247	0	0.618700399
93	250	0	0.625425404
94	252	0	0.632150408
95	255	0	0.638875412
96	257	0	0.645600417
97	260	0	0.652325421
98	262	0	0.659050425
99	264	0	0.66577543
100	267	0	0.672500434
101	272	0	0.679225438
102	274	0	0.685950443
103	277	0	0.692675447
104	279	0	0.699400451
105	281	0	0.706125456
106	284	0	0.71285046
107	286	0	0.719575464
108	289	0	0.726300469
109	291	0	0.733025473
110	294	0	0.739750477
111	296	0	0.746475482
112	298	0	0.753200486
113	301	0	0.75992549
114	303	0	0.766650495
115	306	0	0.773375499
116	308	0	0.780100504
117	311	0	0.786825508
118	313	0	0.793550512
119	315	0	0.800275517
120	318	0	0.807000521
121	320	0	0.813725525
122	323	0	0.82045053
123	325	0	0.827175534
124	327	0	0.833900538
125	330	0	0.840625543
126	332	0	0.847350547
127	335	0	0.854075551
128	337	0	0.860800556
129	340	0	0.86752556
130	342	0	0.874250564
131	344	0	0.880975569
132	347	0	0.887700573
133	349	0	0.894425577
134	352	0	0.901150582
135	354	0	0.907875586
136	357	0	0.91460059
137	359	0	0.921325595
138	362	0	0.928050599
139	364	0	0.934775603
140	366	0	0.941500608
141	369	0	0.948225612
142	371	0	0.954950616
143	374	0	0.961675621
144	376	0	0.968400625
145	379	0	0.975125629
146	381	0	0.981850634
147	384	0	0.988575638
148	386	0	0.995300642
149	389	0	1.00202565
150	392	0	1.00875065
151	394	0	1.01547566
152	397	0	1.02220066
153	399	0	1.02892566
154	402	0	1.03565067
155	404	0	1.04237567
