Iteration	CPUTime	PhysTime	Travels
1	15	0	0.00708812575
2	17	0	0.0141762515
3	20	0	0.0212643772
4	22	0	0.028352503
5	25	0	0.0354406287
6	27	0	0.0425287545
7	29	0	0.0496168802
8	31	0	0.056705006
9	33	0	0.0637931317
10	35	0	0.0708812575
11	38	0	0.0779693832
12	40	0	0.085057509
13	43	0	0.0921456347
14	46	0	0.0992337605
15	49	0	0.106321886
16	52	0	0.113410012
17	55	0	0.120498138
18	58	0	0.127586263
19	61	0	0.134674389
20	63	0	0.141762515
21	66	0	0.148850641
22	69	0	0.155938766
23	71	0	0.163026892
24	74	0	0.170115018
25	76	0	0.177203144
26	79	0	0.184291269
27	82	0	0.191379395
28	84	0	0.198467521
29	86	0	0.205555647
30	89	0	0.212643772
31	91	0	0.219731898
32	94	0	0.226820024
33	96	0	0.23390815
34	99	0	0.240996275
35	101	0	0.248084401
36	104	0	0.255172527
37	107	0	0.262260653
38	109	0	0.269348778
39	111	0	0.276436904
40	114	0	0.28352503
41	117	0	0.290613156
42	120	0	0.297701281
43	122	0	0.304789407
44	124	0	0.311877533
45	127	0	0.318965659
46	130	0	0.326053784
47	132	0	0.33314191
48	135	0	0.340230036
49	137	0	0.347318162
50	139	0	0.354406287
51	142	0	0.361494413
52	144	0	0.368582539
53	147	0	0.375670665
54	149	0	0.38275879
55	152	0	0.389846916
56	154	0	0.396935042
57	157	0	0.404023168
58	160	0	0.411111293
59	162	0	0.418199419
60	165	0	0.425287545
61	168	0	0.432375671
62	170	0	0.439463796
63	173	0	0.446551922
64	175	0	0.453640048
65	177	0	0.460728174
66	180	0	0.467816299
67	182	0	0.474904425
68	185	0	0.481992551
69	187	0	0.489080677
70	190	0	0.496168802
71	192	0	0.503256928
72	195	0	0.510345054
73	197	0	0.51743318
74	199	0	0.524521305
75	202	0	0.531609431
76	205	0	0.538697557
77	208	0	0.545785683
78	210	0	0.552873808
79	212	0	0.559961934
80	215	0	0.56705006
81	218	0	0.574138186
82	220	0	0.581226311
83	222	0	0.588314437
84	224	0	0.595402563
85	226	0	0.602490689
86	229	0	0.609578814
87	232	0	0.61666694
88	234	0	0.623755066
89	237	0	0.630843192
90	239	0	0.637931317
91	242	0	0.645019443
92	244	0	0.652107569
93	246	0	0.659195695
94	248	0	0.66628382
95	251	0	0.673371946
96	253	0	0.680460072
97	255	0	0.687548198
98	257	0	0.694636323
99	259	0	0.701724449
100	261	0	0.708812575
101	266	0	0.715900701
102	268	0	0.722988826
103	270	0	0.730076952
104	273	0	0.737165078
105	275	0	0.744253204
106	277	0	0.751341329
107	280	0	0.758429455
108	282	0	0.765517581
109	285	0	0.772605707
110	287	0	0.779693832
111	290	0	0.786781958
112	292	0	0.793870084
113	294	0	0.80095821
114	297	0	0.808046335
115	299	0	0.815134461
116	302	0	0.822222587
117	304	0	0.829310713
118	307	0	0.836398838
119	309	0	0.843486964
120	311	0	0.85057509
121	314	0	0.857663216
122	316	0	0.864751341
123	319	0	0.871839467
124	321	0	0.878927593
125	324	0	0.886015719
126	326	0	0.893103844
127	329	0	0.90019197
128	331	0	0.907280096
129	334	0	0.914368222
130	336	0	0.921456347
131	339	0	0.928544473
132	341	0	0.935632599
133	344	0	0.942720725
134	346	0	0.94980885
135	349	0	0.956896976
136	351	0	0.963985102
137	354	0	0.971073228
138	356	0	0.978161353
139	358	0	0.985249479
140	361	0	0.992337605
141	364	0	0.999425731
142	366	0	1.00651386
143	369	0	1.01360198
144	371	0	1.02069011
145	374	0	1.02777823
