Iteration	CPUTime	PhysTime	Travels
1	13	0	0.0074991421
2	15	0	0.0149982842
3	17	0	0.0224974263
4	19	0	0.0299965684
5	20	0	0.0374957105
6	22	0	0.0449948526
7	24	0	0.0524939947
8	26	0	0.0599931368
9	28	0	0.0674922789
10	29	0	0.074991421
11	31	0	0.0824905631
12	33	0	0.0899897052
13	35	0	0.0974888473
14	37	0	0.104987989
15	39	0	0.112487132
16	41	0	0.119986274
17	42	0	0.127485416
18	44	0	0.134984558
19	46	0	0.1424837
20	48	0	0.149982842
21	50	0	0.157481984
22	51	0	0.164981126
23	53	0	0.172480268
24	55	0	0.17997941
25	56	0	0.187478553
26	58	0	0.194977695
27	60	0	0.202476837
28	62	0	0.209975979
29	63	0	0.217475121
30	65	0	0.224974263
31	67	0	0.232473405
32	68	0	0.239972547
33	70	0	0.247471689
34	72	0	0.254970831
35	74	0	0.262469974
36	76	0	0.269969116
37	77	0	0.277468258
38	79	0	0.2849674
39	81	0	0.292466542
40	83	0	0.299965684
41	85	0	0.307464826
42	86	0	0.314963968
43	88	0	0.32246311
44	90	0	0.329962253
45	91	0	0.337461395
46	93	0	0.344960537
47	95	0	0.352459679
48	97	0	0.359958821
49	99	0	0.367457963
50	100	0	0.374957105
51	102	0	0.382456247
52	104	0	0.389955389
53	106	0	0.397454531
54	108	0	0.404953674
55	109	0	0.412452816
56	111	0	0.419951958
57	113	0	0.4274511
58	115	0	0.434950242
59	117	0	0.442449384
60	118	0	0.449948526
61	120	0	0.457447668
62	122	0	0.46494681
63	124	0	0.472445952
64	126	0	0.479945095
65	127	0	0.487444237
66	129	0	0.494943379
67	131	0	0.502442521
68	133	0	0.509941663
69	134	0	0.517440805
70	136	0	0.524939947
71	138	0	0.532439089
72	140	0	0.539938231
73	142	0	0.547437374
74	143	0	0.554936516
75	145	0	0.562435658
76	147	0	0.5699348
77	149	0	0.577433942
78	150	0	0.584933084
79	152	0	0.592432226
80	154	0	0.599931368
81	156	0	0.60743051
82	157	0	0.614929652
83	159	0	0.622428795
84	161	0	0.629927937
85	163	0	0.637427079
86	164	0	0.644926221
87	166	0	0.652425363
88	168	0	0.659924505
89	169	0	0.667423647
90	171	0	0.674922789
91	173	0	0.682421931
92	175	0	0.689921073
93	176	0	0.697420216
94	178	0	0.704919358
95	180	0	0.7124185
96	182	0	0.719917642
97	183	0	0.727416784
98	185	0	0.734915926
99	187	0	0.742415068
100	188	0	0.74991421
101	192	0	0.757413352
102	194	0	0.764912494
103	196	0	0.772411637
104	197	0	0.779910779
105	199	0	0.787409921
106	201	0	0.794909063
107	203	0	0.802408205
108	204	0	0.809907347
109	206	0	0.817406489
110	208	0	0.824905631
111	209	0	0.832404773
112	211	0	0.839903916
113	213	0	0.847403058
114	215	0	0.8549022
115	216	0	0.862401342
116	218	0	0.869900484
117	220	0	0.877399626
118	222	0	0.884898768
119	224	0	0.89239791
120	226	0	0.899897052
121	229	0	0.907396194
122	232	0	0.914895337
123	234	0	0.922394479
124	235	0	0.929893621
125	237	0	0.937392763
126	239	0	0.944891905
127	241	0	0.952391047
128	243	0	0.959890189
129	244	0	0.967389331
130	246	0	0.974888473
131	248	0	0.982387615
132	250	0	0.989886758
133	251	0	0.9973859
134	253	0	1.00488504
135	255	0	1.01238418
136	257	0	1.01988333
