0	0	0
0.01788	-0.145596	0
0.157812	-0.47046	0
0.450636	-0.85446	0
0.932916	-1.293828	0
1.753344	-1.825368	0
3.1059	-2.418972	0
5.075556	-3.006228	0
7.446852	-3.518712	0
9.983004	-3.946608	0
12.584112	-4.299552	0
15.216108	-4.5861	0
17.87562	-4.816356	0
20.5539	-5.00016	0
23.246484	-5.143524	0
25.949628	-5.252832	0
28.659048	-5.33088	0
31.377396	-5.382108	0
34.0965	-5.408772	0
36.819708	-5.411508	0
39.54906	-5.393928	0
42.280488	-5.35812	0
45.013848	-5.305464	0
47.749404	-5.237244	0
50.486928	-5.154756	0
53.22594	-5.059308	0
55.965864	-4.951944	0
58.706352	-4.833324	0
61.447344	-4.704072	0
64.188996	-4.564824	0
66.931356	-4.416264	0
69.674184	-4.259028	0
72.417132	-4.093596	0
75.16008	-3.920304	0
77.903172	-3.739464	0
80.646576	-3.55146	0
83.390136	-3.356688	0
86.13336	-3.155484	0
88.875888	-2.947824	0
91.617804	-2.7336	0
94.359456	-2.512884	0
97.10094	-2.285832	0
99.84192	-2.052504	0
102.581448	-1.8126	0
105.318	-1.56552	0
108.050388	-1.309668	0
110.778324	-1.043304	0
113.498748	-0.764892	0
116.183376	-0.470832	0
118.69668	-0.169812	0
120	0	0
