120	0	0
118.69668	0	0.169812
116.183376	0	0.470832
113.498748	0	0.764892
110.778324	0	1.043304
108.050388	0	1.309668
105.318	0	1.56552
102.581448	0	1.8126
99.84192	0	2.052504
97.10094	0	2.285832
94.359456	0	2.512884
91.617804	0	2.7336
88.875888	0	2.947824
86.13336	0	3.155484
83.390136	0	3.356688
80.646576	0	3.55146
77.903172	0	3.739464
75.16008	0	3.920304
72.417132	0	4.093596
69.674184	0	4.259028
66.931356	0	4.416264
64.188996	0	4.564824
61.447344	0	4.704072
58.706352	0	4.833324
55.965864	0	4.951944
53.22594	0	5.059308
50.486928	0	5.154756
47.749404	0	5.237244
45.013848	0	5.305464
42.280488	0	5.35812
39.54906	0	5.393928
36.819708	0	5.411508
34.0965	0	5.408772
31.377396	0	5.382108
28.659048	0	5.33088
25.949628	0	5.252832
23.246484	0	5.143524
20.5539	0	5.00016
17.87562	0	4.816356
15.216108	0	4.5861
12.584112	0	4.299552
9.983004	0	3.946608
7.446852	0	3.518712
5.075556	0	3.006228
3.1059	0	2.418972
1.753344	0	1.825368
0.932916	0	1.293828
0.450636	0	0.85446
0.157812	0	0.47046
0.01788	0	0.145596
0	0	0
