219.9665056	-3.838805172	0
217.8297219	-3.469065897	0
213.5678842	-2.629874839	0
208.6477914	-1.579031588	0
203.5172178	-0.442266554	0
198.3231193	0.718380571	0
193.1399192	1.869332051	0
187.9796778	2.995591164	0
182.8344878	4.089132662	0
177.6947741	5.145965015	0
172.5540984	6.164066256	0
167.4092725	7.142303846	0
162.2584201	8.080336472	0
157.0991471	8.978403945	0
151.9308302	9.837353272	0
146.7559132	10.65727382	0
141.5762787	11.43760466	0
136.3913274	12.1780482	0
131.2012113	12.87849177	0
126.0087099	13.53807274	0
120.816408	14.15487572	0
115.6246259	14.72706883	0
110.4330262	15.25298572	0
105.2422148	15.73076752	0
100.0535826	16.15816763	0
94.86924192	16.5326628	0
89.69111715	16.85105096	0
84.52000784	17.10997366	0
79.3570176	17.30584709	0
74.20520318	17.43478932	0
69.06889876	17.49172995	0
63.95178986	17.47099381	0
58.85741777	17.36620414	0
53.79021487	17.17035253	0
48.76030617	16.87481298	0
43.78406887	16.46988227	0
38.86546747	15.94191513	0
34.00004701	15.27897547	0
29.21527959	14.4741809	0
24.5629993	13.51459098	0
20.08566704	12.38223606	0
15.80341722	11.05449738	0
11.80550915	9.542249102	0
8.272639909	7.90128471	0
5.434909807	6.270940371	0
3.417152027	4.818111268	0
2.075730886	3.598398181	0
1.209957892	2.601947446	0
0.649862215	1.764747158	0
0.286253727	1.020690523	0
