250	0	0
247.564875	0.377725	0
242.705975	1.2467	0
237.094975	2.3431	0
231.243125	3.53295	0
225.318625	4.748675	0
219.4067	5.9536	0
213.52135	7.130925	0
207.65375	8.271375	0
201.7931	9.370225	0
195.932125	10.42505	0
190.067225	11.4345	0
184.196275	12.39815	0
178.31655	13.316225	0
172.427325	14.189675	0
166.531375	15.01865	0
160.63085	15.80255	0
154.725075	16.541025	0
148.814225	17.23395	0
142.901475	17.8804	0
136.9898	18.47825	0
131.0796	19.025425	0
125.170525	19.520025	0
119.2633	19.95995	0
113.35955	20.342675	0
107.461725	20.665375	0
101.572075	20.92445	0
95.691575	21.1161	0
89.82155	21.236275	0
83.96555	21.280625	0
78.1286	21.243475	0
72.315	21.11845	0
66.5289	20.898375	0
60.775475	20.575375	0
55.0664	20.13985	0
49.420475	19.5811	0
43.842475	18.8837	0
38.327575	18.034	0
32.907125	17.024725	0
27.640275	15.8422	0
22.575625	14.46685	0
17.7365	12.873375	0
13.2241	11.0759	0
9.242625	9.1414	0
6.05075	7.23275	0
3.787	5.54205	0
2.287075	4.129625	0
1.32315	2.9803	0
0.703375	2.017975	0
0.305	1.165375	0
0.069875	0.398425	0
0	0	0
