0.0844544	-0.0179696		18.579968	-3.953312		18.47013738	-3.465682679		18.47013738	-3.465682679
0.1072546	-0.0185378		23.596012	-4.078316		23.48119155	-3.459363899		23.48119155	-3.459363899
0.1306199	-0.018726		28.736378	-4.11972		28.61871312	-3.36622		28.61871312	-3.36622
0.1542479	-0.0186342		33.934538	-4.099524		33.81562108	-3.209984616		33.81562108	-3.209984616
0.1780165	-0.0183251		39.16363	-4.031522		39.04470163	-3.005150055		39.04470163	-3.005150055
0.2019101	-0.0178429		44.420222	-3.925438		44.30226943	-2.761526809		44.30226943	-2.761526809
0.2259134	-0.0172266		49.700948	-3.789852		49.5847351	-2.487780034		49.5847351	-2.487780034
0.2500008	-0.0165121		55.000176	-3.632662		54.88626185	-2.191952424		54.88626185	-2.191952424
0.2741394	-0.0157236		60.310668	-3.459192		60.19947482	-1.879555589		60.19947482	-1.879555589
0.2983025	-0.0148763		65.62655	-3.272786		65.51841451	-1.554086118		65.51841451	-1.554086118
0.3224755	-0.0139787		70.94461	-3.075314		70.83982107	-1.217497435		70.83982107	-1.217497435
0.3466623	-0.0130346		76.265706	-2.867612		76.16453033	-0.870602799		76.16453033	-0.870602799
0.3708753	-0.0120508		81.592566	-2.651176		81.4952302	-0.514826298		81.4952302	-0.514826298
0.3951108	-0.0110373		86.924376	-2.428206		86.83104939	-0.152388484		86.83104939	-0.152388484
0.4193505	-0.0100002		92.25711	-2.200044		92.16792814	0.215263734		92.16792814	0.215263734
0.4435895	-0.0089401		97.58969	-1.966822		97.50478538	0.587970188		97.50478538	0.587970188
0.4678418	-0.0078589		102.925196	-1.728958		102.8446891	0.965393632		102.8446891	0.965393632
0.4921164	-0.0067639		108.265608	-1.488058		108.1895766	1.345980435		108.1895766	1.345980435
0.5164039	-0.0056633		113.608858	-1.245926		113.5373334	1.727873093		113.5373334	1.727873093
0.5406851	-0.0045657		118.950722	-1.004454		118.8836874	2.109069702		118.8836874	2.109069702
0.5649427	-0.0034794		124.287394	-0.765468		124.224786	2.487645278		124.224786	2.487645278
0.5891689	-0.0024146		129.617158	-0.531212		129.5588553	2.861311678		129.5588553	2.861311678
0.6133752	-0.0013813		134.942544	-0.303886		134.8883667	3.22793587		134.8883667	3.22793587
0.6375829	-0.0003836		140.268238	-0.084392		140.217981	3.586738807		140.217981	3.586738807
0.6617893	0.0005785		145.593646	0.12727		145.5471044	3.937704941		145.5471044	3.937704941
0.6859649	0.0014983		150.912278	0.329626		150.8692106	4.279190921		150.8692106	4.279190921
0.7100918	0.002359		156.220196	0.51898		156.1802662	4.607398948		156.1802662	4.607398948
0.7341781	0.0031445		161.519182	0.69179		161.4819598	4.918834874		161.4819598	4.918834874
0.7582289	0.0038412		166.810358	0.845064		166.7753348	5.210537088		166.7753348	5.210537088
0.782229	0.0044338		172.09038	0.975436		172.0569603	5.479053225		172.0569603	5.479053225
0.8061701	0.0049019		177.357422	1.078418		177.3248933	5.719849031		177.3248933	5.719849031
0.8300644	0.0052245		182.614168	1.14939		182.5816961	5.928376335		182.5816961	5.928376335
0.8538801	0.0053795		187.853622	1.18349		187.8202479	6.099591703		187.8202479	6.099591703
0.8775338	0.0053308		193.057436	1.172776		193.0219989	6.225075652		193.0219989	6.225075652
0.9010541	0.0050232		198.231902	1.105104		198.1929213	6.292853015		198.1929213	6.292853015
0.9244893	0.0044249		203.387646	0.973478		203.3434543	6.296208292		203.3434543	6.296208292
0.9476649	0.0035144		208.486278	0.773168		208.4350973	6.229408362		208.4350973	6.229408362
0.9703057	0.0022746		213.467254	0.500412		213.4072285	6.087107953		213.4072285	6.087107953
0.9901036	0.0008677		217.822792	0.190894		217.7531738	5.891689166		217.7531738	5.891689166
1	0		220	0		219.9246399	5.757842468		219.9246399	5.757842468
