0.0258825	0.0201581		3.2353125	2.5197625		3.278787556	2.462925535		923.2787876	-4.257074465		923.2787876	-4.257074465	0
0.0146112	0.0152114		1.8264	1.901425		1.859300118	1.86926645		921.8593001	-4.85073355		921.8593001	-4.85073355	0
0.0077743	0.0107819		0.9717875	1.3477375		0.995156374	1.330575479		920.9951564	-5.389424521		920.9951564	-5.389424521	0
0.0037553	0.0071205		0.4694125	0.8900625		0.484871836	0.881736158		920.4848718	-5.838263842		920.4848718	-5.838263842	0
0.0013151	0.0039205		0.1643875	0.4900625		0.172913629	0.487119473		920.1729136	-6.232880527		920.1729136	-6.232880527	0
0.000149	0.0012133		0.018625	0.1516625		0.021268541	0.15131442		920.0212685	-6.56868558		920.0212685	-6.56868558	0
0.000149	-0.0012133		0.018625	-0.1516625		0.015975788	-0.1519644		920.0159758	-6.8719644		920.0159758	-6.8719644	0
0.0013151	-0.0039205		0.1643875	-0.4900625		0.155811316	-0.492856306		920.1558113	-7.212856306		920.1558113	-7.212856306	0
0.0037553	-0.0071205		0.4694125	-0.8900625		0.453810231	-0.898117823		920.4538102	-7.618117823		920.4538102	-7.618117823	0
0.0077743	-0.0107819		0.9717875	-1.3477375		0.948122722	-1.364489142		920.9481227	-8.084489142		920.9481227	-8.084489142	0
0.0146112	-0.0152114		1.8264	-1.901425		1.792943753	-1.933004576		921.7929438	-8.653004576		921.7929438	-8.653004576	0
0.0258825	-0.0201581		3.2353125	-2.5197625		3.190852308	-2.575832211		923.1908523	-9.295832211		923.1908523	-9.295832211	0
0.0422963	-0.0250519		5.2870375	-3.1314875		5.231590879	-3.223264861		925.2315909	-9.943264861		925.2315909	-9.943264861	0
0.0620571	-0.0293226		7.7571375	-3.665325		7.691999821	-3.800122144		927.6919998	-10.52012214		927.6919998	-10.52012214	0
0.0831917	-0.0328884		10.3989625	-4.11105		10.3256451	-4.29187679		930.3256451	-11.01187679		930.3256451	-11.01187679	0
0.1048676	-0.0358296		13.10845	-4.4787		13.02830492	-4.706748974		933.0283049	-11.42674897		933.0283049	-11.42674897	0
0.1268009	-0.0382175		15.8501125	-4.7771875		15.76434167	-5.053030612		935.7643417	-11.77303061		935.7643417	-11.77303061	0
0.1489635	-0.0401363		18.6204375	-5.0170375		18.53005973	-5.341183814		938.5300597	-12.06118381		938.5300597	-12.06118381	0
0.1712825	-0.041668		21.4103125	-5.2085		21.31616912	-5.581298012		941.3161691	-12.30129801		941.3161691	-12.30129801	0
0.1937207	-0.0428627		24.2150875	-5.3578375		24.1179113	-5.779553616		944.1179113	-12.49955362		944.1179113	-12.49955362	0
0.2162469	-0.0437736		27.0308625	-5.4717		26.9312708	-5.942531561		946.9312708	-12.66253156		946.9312708	-12.66253156	0
0.2388254	-0.044424		29.853175	-5.553		29.751735	-6.073066037		949.751735	-12.79306604		949.751735	-12.79306604	0
0.2614783	-0.0448509		32.6847875	-5.6063625		32.58198527	-6.175829543		952.5819853	-12.89582954		952.5819853	-12.89582954	0
0.2841375	-0.0450731		35.5171875	-5.6341375		35.41346939	-6.253023186		955.4134694	-12.97302319		955.4134694	-12.97302319	0
