Iteration	CPUTime	PhysTime	Travels
1	14	0	0.0071108881
2	17	0	0.0142217762
3	19	0	0.0213326643
4	21	0	0.0284435524
5	23	0	0.0355544405
6	26	0	0.0426653286
7	28	0	0.0497762167
8	30	0	0.0568871048
9	32	0	0.0639979929
10	34	0	0.071108881
11	36	0	0.0782197691
12	38	0	0.0853306571
13	41	0	0.0924415452
14	43	0	0.0995524333
15	45	0	0.106663321
16	47	0	0.11377421
17	49	0	0.120885098
18	51	0	0.127995986
19	53	0	0.135106874
20	55	0	0.142217762
21	57	0	0.14932865
22	59	0	0.156439538
23	61	0	0.163550426
24	63	0	0.170661314
25	65	0	0.177772202
26	67	0	0.18488309
27	69	0	0.191993979
28	71	0	0.199104867
29	73	0	0.206215755
30	75	0	0.213326643
31	77	0	0.220437531
32	79	0	0.227548419
33	82	0	0.234659307
34	84	0	0.241770195
35	86	0	0.248881083
36	88	0	0.255991971
37	90	0	0.26310286
38	92	0	0.270213748
39	94	0	0.277324636
40	96	0	0.284435524
41	99	0	0.291546412
42	101	0	0.2986573
43	103	0	0.305768188
44	105	0	0.312879076
45	107	0	0.319989964
46	110	0	0.327100852
47	112	0	0.33421174
48	114	0	0.341322629
49	116	0	0.348433517
50	118	0	0.355544405
51	120	0	0.362655293
52	122	0	0.369766181
53	124	0	0.376877069
54	126	0	0.383987957
55	128	0	0.391098845
56	130	0	0.398209733
57	132	0	0.405320621
58	135	0	0.41243151
59	137	0	0.419542398
60	139	0	0.426653286
61	141	0	0.433764174
62	143	0	0.440875062
63	145	0	0.44798595
64	147	0	0.455096838
65	149	0	0.462207726
66	151	0	0.469318614
67	153	0	0.476429502
68	155	0	0.48354039
69	157	0	0.490651279
70	159	0	0.497762167
71	162	0	0.504873055
72	164	0	0.511983943
73	166	0	0.519094831
74	168	0	0.526205719
75	170	0	0.533316607
76	172	0	0.540427495
77	174	0	0.547538383
78	176	0	0.554649271
79	178	0	0.56176016
80	180	0	0.568871048
81	182	0	0.575981936
82	184	0	0.583092824
83	186	0	0.590203712
84	188	0	0.5973146
85	190	0	0.604425488
86	193	0	0.611536376
87	195	0	0.618647264
88	197	0	0.625758152
89	199	0	0.632869041
90	201	0	0.639979929
91	203	0	0.647090817
92	205	0	0.654201705
93	207	0	0.661312593
94	209	0	0.668423481
95	211	0	0.675534369
96	213	0	0.682645257
97	215	0	0.689756145
98	217	0	0.696867033
99	219	0	0.703977921
100	221	0	0.71108881
101	226	0	0.718199698
102	228	0	0.725310586
103	230	0	0.732421474
104	232	0	0.739532362
105	234	0	0.74664325
106	236	0	0.753754138
107	238	0	0.760865026
108	240	0	0.767975914
109	242	0	0.775086802
110	244	0	0.782197691
111	246	0	0.789308579
112	248	0	0.796419467
113	250	0	0.803530355
114	252	0	0.810641243
115	254	0	0.817752131
116	256	0	0.824863019
117	258	0	0.831973907
118	260	0	0.839084795
119	262	0	0.846195683
120	264	0	0.853306571
121	267	0	0.86041746
122	269	0	0.867528348
123	271	0	0.874639236
124	273	0	0.881750124
125	275	0	0.888861012
126	277	0	0.8959719
127	279	0	0.903082788
128	281	0	0.910193676
129	283	0	0.917304564
130	285	0	0.924415452
131	287	0	0.931526341
132	289	0	0.938637229
133	291	0	0.945748117
134	293	0	0.952859005
135	295	0	0.959969893
136	297	0	0.967080781
137	299	0	0.974191669
138	301	0	0.981302557
139	303	0	0.988413445
140	305	0	0.995524333
141	307	0	1.00263522
142	310	0	1.00974611
143	312	0	1.016857
144	314	0	1.02396789
145	316	0	1.03107877
146	318	0	1.03818966
147	320	0	1.04530055
148	322	0	1.05241144
149	325	0	1.05952233
150	327	0	1.06663321
151	329	0	1.0737441
152	331	0	1.08085499
153	333	0	1.08796588
154	335	0	1.09507677
155	337	0	1.10218765
156	339	0	1.10929854
157	342	0	1.11640943
158	344	0	1.12352032
159	346	0	1.13063121
160	348	0	1.1377421
161	350	0	1.14485298
162	352	0	1.15196387
163	354	0	1.15907476
164	357	0	1.16618565
165	359	0	1.17329654
166	361	0	1.18040742
167	363	0	1.18751831
168	365	0	1.1946292
169	367	0	1.20174009
170	369	0	1.20885098
171	372	0	1.21596186
172	374	0	1.22307275
173	376	0	1.23018364
174	378	0	1.23729453
